t,S_a,I_a,S_h,I_h,R_h
5.905905905905906366e+03,4.999908199842428439e+04,1.080310777179625426e+01,1.596579605441868771e+05,5.824260685849037777e+00,3.662282548297913308e+03
6.006006006006006828e+03,4.999911298851409083e+04,1.043465196769734149e+01,1.619291941354974697e+05,5.745040797636661978e+00,3.705767982538103752e+03
6.106106106106106381e+03,4.999914293050107517e+04,1.007890624572606342e+01,1.641929601296371256e+05,5.665495205040295801e+00,3.748290439924877319e+03
6.206206206206206843e+03,4.999917186027031130e+04,9.735422643358615957e+00,1.664492929765960143e+05,5.585672670843997878e+00,3.789850672456591838e+03
6.306306306306306396e+03,4.999919981233101862e+04,9.403769627188470537e+00,1.686982261421754083e+05,5.505620484818970262e+00,3.830449909928495345e+03
6.406406406406406859e+03,4.999922681975113665e+04,9.083531445474863020e+00,1.709397921355035214e+05,5.425384850696969075e+00,3.870089844477397946e+03
6.506506506506507321e+03,4.999925291436972475e+04,8.774307478485610545e+00,1.731740225377012102e+05,5.345010674518958282e+00,3.908772614814948611e+03
6.606606606606606874e+03,4.999927812700073991e+04,8.475711696573318576e+00,1.754009480227914755e+05,5.264541578492766050e+00,3.946500794711118033e+03
6.706706706706707337e+03,4.999930248768780439e+04,8.187372075587907361e+00,1.776205983826105657e+05,5.184020054552268775e+00,3.983277379139803088e+03
6.806806806806806890e+03,4.999932602527504059e+04,7.908930080192440037e+00,1.798330025460403413e+05,5.103488094343944681e+00,4.019105773225091525e+03
6.906906906906907352e+03,4.999934876760189945e+04,7.640040160980444917e+00,1.820381885983899701e+05,5.022986336967851351e+00,4.053989781954219779e+03
7.007007007007007815e+03,4.999937074159938493e+04,7.380369129522241778e+00,1.842361838094747509e+05,4.942554625299964144e+00,4.087933595114045602e+03
7.107107107107107367e+03,4.999939197329603485e+04,7.129595634827865958e+00,1.864270146566658514e+05,4.862231931987987643e+00,4.120941775005031559e+03
7.207207207207207830e+03,4.999941248782393814e+04,6.887410018202458240e+00,1.886107068228122662e+05,4.782056314175002321e+00,4.153019256024606875e+03
7.307307307307307383e+03,4.999943230944133393e+04,6.653513954242596284e+00,1.907872852038165729e+05,4.702065563796240077e+00,4.184171339665504092e+03
7.407407407407407845e+03,4.999945146160531294e+04,6.427619477451003149e+00,1.929567739630320284e+05,4.622296172902348843e+00,4.214403668264343651e+03
7.507507507507508308e+03,4.999946996697250870e+04,6.209448950218664720e+00,1.951191965240024438e+05,4.542784280713573430e+00,4.243722226525736914e+03
7.607607607607607861e+03,4.999948784742709540e+04,5.998734662116813610e+00,1.972745755864322418e+05,4.463565062433466402e+00,4.272133333257274899e+03
7.707707707707708323e+03,4.999950512411067029e+04,5.795218414387499628e+00,1.994229331437060900e+05,4.384673327501957374e+00,4.299643631740870660e+03
7.807807807807808786e+03,4.999952181744767586e+04,5.598651165490762693e+00,2.015642904982405889e+05,4.306142820624711653e+00,4.326260081703027026e+03
7.907907907907908339e+03,4.999953794716979610e+04,5.408792693503358784e+00,2.036986682758647657e+05,4.228006960778735390e+00,4.351989951023022513e+03
8.008008008008008801e+03,4.999955353233809728e+04,5.225411289701080264e+00,2.058260864393058582e+05,4.150298244534391223e+00,4.376840808733973972e+03
8.108108108108108354e+03,4.999956859136771527e+04,5.048283420044893610e+00,2.079465643044154276e+05,4.073048586324184761e+00,4.400820515980829441e+03
8.208208208208208816e+03,4.999958314204931958e+04,4.877193432005103801e+00,2.100601205547239515e+05,3.996289161958054947e+00,4.423937218166164712e+03
8.308308308308309279e+03,4.999959720157025004e+04,4.711933268165541477e+00,2.121667732563716709e+05,3.920050432458371592e+00,4.446199336783592116e+03
8.408408408408409741e+03,4.999961078653427103e+04,4.552302200667541321e+00,2.142665398730967136e+05,3.844362073025562765e+00,4.467615561264361531e+03
8.508508508508508385e+03,4.999962391298238799e+04,4.398106549401932241e+00,2.163594372825765167e+05,3.769253082908058161e+00,4.488194839981262703e+03
8.608608608608608847e+03,4.999963659641211416e+04,4.249159421426361050e+00,2.184454817915219755e+05,3.694751665933153628e+00,4.507946372074518877e+03
8.708708708708709310e+03,4.999964885179606790e+04,4.105280467193931138e+00,2.205246891529774002e+05,3.620885136428344087e+00,4.526879598012038514e+03
8.808808808808809772e+03,4.999966069359953690e+04,3.966295647727157370e+00,2.225970745829333609e+05,3.547680017503529459e+00,4.545004190424897388e+03
8.908908908908910234e+03,4.999967213579755480e+04,3.832037007753817726e+00,2.246626527774835122e+05,3.475161948415645075e+00,4.562330044744755469e+03
9.009009009009008878e+03,4.999968319189103931e+04,3.702342463570548414e+00,2.267214379297175910e+05,3.403355681924957743e+00,4.578867269930353359e+03
9.109109109109109340e+03,4.999969387492319220e+04,3.577055587798802616e+00,2.287734437484635273e+05,3.332284997628784051e+00,4.594626178211050501e+03
9.209209209209209803e+03,4.999970419749766006e+04,3.456025372484249125e+00,2.308186834796541661e+05,3.261972755279443081e+00,4.609617273303908405e+03
9.309309309309310265e+03,4.999971417179238051e+04,3.339106049253285580e+00,2.328571699241450115e+05,3.192440789768428377e+00,4.623851240664238503e+03
9.409409409409410728e+03,4.999972380957208952e+04,3.226156928106831412e+00,2.348889154555501591e+05,3.123709917692759408e+00,4.637338937646475642e+03
9.509509509509509371e+03,4.999973312220159278e+04,3.117042226076441658e+00,2.369139320397202682e+05,3.055799896727520615e+00,4.650091382784470625e+03
9.609609609609609834e+03,4.999974212066119071e+04,3.011630867556348790e+00,2.389322312571330403e+05,2.988729401488793957e+00,4.662119743459287747e+03
9.709709709709710296e+03,4.999975081556027726e+04,2.909796309270419101e+00,2.409438243240645970e+05,2.922516027263739602e+00,4.673435324214255161e+03
9.809809809809810758e+03,4.999975921714960714e+04,2.811416383832611832e+00,2.429487221131309343e+05,2.857176178387657473e+00,4.684049555478746697e+03
9.909909909909911221e+03,4.999976733533317019e+04,2.716373149066571901e+00,2.449469351749497291e+05,2.792725311502903818e+00,4.693973981455376816e+03
1.001001001001000986e+04,4.999977517967971653e+04,2.624552740771557424e+00,2.469384737581881054e+05,2.729177407591661275e+00,4.703220249325811892e+03
1.011011011011011033e+04,4.999978275943152403e+04,2.535845263061248911e+00,2.489233478317090485e+05,2.666545557282341328e+00,4.711800096177547857e+03
1.021021021021021079e+04,4.999979008352445089e+04,2.450144535057260597e+00,2.509015671117728052e+05,2.604841541453104536e+00,4.719725335958469259e+03
1.031031031031031125e+04,4.999979716059257771e+04,2.367348032855336903e+00,2.528731410808692453e+05,2.544075864210635363e+00,4.727007847910442251e+03
1.041041041041041171e+04,4.999980399896817835e+04,2.287356883709087629e+00,2.548380790000577690e+05,2.484258087069983301e+00,4.733659567352426166e+03
1.051051051051051036e+04,4.999981060670931038e+04,2.210075527033697362e+00,2.567963899446611467e+05,2.425396392588065275e+00,4.739692469899930984e+03
1.061061061061061082e+04,4.999981699160105927e+04,2.135411697016362798e+00,2.587480828201900586e+05,2.367497900307397263e+00,4.745118560746789626e+03
1.071071071071071128e+04,4.999982316116433503e+04,2.063276312029615589e+00,2.606931663832552149e+05,2.310568435223250727e+00,4.749949863148090117e+03
1.081081081081081174e+04,4.999982912266617495e+04,1.993583346719264071e+00,2.626316492635080940e+05,2.254612745053829137e+00,4.754198406464392065e+03
1.091091091091091221e+04,4.999983488312806003e+04,1.926249729039403835e+00,2.645635399843741907e+05,2.199634484924101407e+00,4.757876214643320054e+03
1.101101101101101267e+04,4.999984044933413679e+04,1.861195237686828596e+00,2.664888469831605908e+05,2.145636088087099935e+00,4.760995295181225629e+03
1.111111111111111131e+04,4.999984582783954102e+04,1.798342399863733343e+00,2.684075786314714351e+05,2.092618984103835178e+00,4.763567627739771524e+03
1.121121121121121178e+04,4.999985102497770276e+04,1.737616400511939663e+00,2.703197432535138796e+05,2.040583491966993623e+00,4.765605154104776375e+03
1.131131131131131224e+04,4.999985604686796432e+04,1.678944988559837981e+00,2.722253491450014408e+05,1.989528912499948898e+00,4.767119767711273198e+03
1.141141141141141270e+04,4.999986089942340186e+04,1.622258380792557464e+00,2.741244045926877880e+05,1.939453542562505683e+00,4.768123302874001638e+03
1.151151151151151316e+04,4.999986558835733740e+04,1.567489182322773900e+00,2.760169178906003945e+05,1.890354701601248744e+00,4.768627525836113819e+03
1.161161161161161181e+04,4.999987011918966891e+04,1.514572308241957321e+00,2.779028973557538702e+05,1.842228794498948607e+00,4.768644126094472085e+03
1.171171171171171227e+04,4.999987449725384795e+04,1.463444898721691034e+00,2.797823513450577157e+05,1.795071334053676582e+00,4.768184707099772822e+03
1.181181181181181273e+04,4.999987872770335525e+04,1.414046239630996293e+00,2.816552882709777914e+05,1.748876980025741545e+00,4.767260777642713947e+03
1.191191191191191319e+04,4.999988281551789987e+04,1.366317687319315244e+00,2.835217166161633213e+05,1.703639583159072490e+00,4.765883743818480070e+03
1.201201201201201366e+04,4.999988676550846867e+04,1.320202606471010398e+00,2.853816449451037915e+05,1.659352249155510606e+00,4.764064902620008070e+03
1.211211211211211230e+04,4.999989058232336538e+04,1.275646298042775406e+00,2.872350819179418031e+05,1.616007239598624690e+00,4.761815434449897111e+03
1.221221221221221276e+04,4.999989427045585762e+04,1.232595904681144772e+00,2.890820363081513206e+05,1.573596335469608753e+00,4.759146393259043180e+03
1.231231231231231322e+04,4.999989783424499910e+04,1.191000401978026035e+00,2.909225170048728469e+05,1.532110551182936264e+00,4.756068705023667462e+03
1.241241241241241369e+04,4.999990127788546670e+04,1.150810478735172504e+00,2.927565330261936761e+05,1.491540316622369300e+00,4.752593161745490761e+03
1.251251251251251415e+04,4.999990460543218796e+04,1.111978482738012364e+00,2.945840935279679252e+05,1.451875503460147376e+00,4.748730416681951283e+03
1.261261261261261279e+04,4.999990782079759083e+04,1.074458450330249670e+00,2.964052078195116483e+05,1.413105507820115792e+00,4.744490972425725886e+03
1.271271271271271326e+04,4.999991092776543519e+04,1.038205943148227783e+00,2.982198853627658682e+05,1.375219269039605674e+00,4.739885185486934461e+03
1.281281281281281372e+04,4.999991392999185337e+04,1.003178033678506553e+00,3.000281357827808242e+05,1.338205255796971249e+00,4.734923259242721542e+03
1.291291291291291418e+04,4.999991683100891532e+04,9.693332629424199487e-01,3.018299688752019429e+05,1.302051577692775464e+00,4.729615239522789125e+03
1.301301301301301464e+04,4.999991963422969275e+04,9.366315795802119260e-01,3.036253946110911202e+05,1.266745999839274051e+00,4.723971012487490952e+03
1.311311311311311329e+04,4.999992234295212984e+04,9.050342935179068737e-01,3.054144231421261793e+05,1.232275975149808023e+00,4.718000301849223433e+03
1.321321321321321375e+04,4.999992496036281955e+04,8.745040300384697707e-01,3.071970648050791351e+05,1.198628653761885321e+00,4.711712666546890432e+03
1.331331331331331421e+04,4.999992748954086710e+04,8.450046842890417409e-01,3.089733301255752449e+05,1.165791010841100483e+00,4.705117498798718771e+03
1.341341341341341467e+04,4.999992993346146977e+04,8.165013777957983443e-01,3.107432298211790039e+05,1.133749754438066804e+00,4.698224022646116282e+03
1.351351351351351514e+04,4.999993229499949666e+04,7.889604163703609618e-01,3.125067748039839207e+05,1.102491457461564073e+00,4.691041292648886156e+03
1.361361361361361378e+04,4.999993457693275559e+04,7.623492501275577204e-01,3.142639761825791793e+05,1.072002536449326637e+00,4.683578193017044214e+03
1.371371371371371424e+04,4.999993678194529639e+04,7.366364347467532214e-01,3.160148452634802670e+05,1.042269295739416624e+00,4.675843437006710701e+03
1.381381381381381470e+04,4.999993891263088153e+04,7.117915898677978914e-01,3.177593935521993553e+05,1.013277958841974247e+00,4.667845566552741730e+03
1.391391391391391517e+04,4.999994097149555455e+04,6.877853685766115444e-01,3.194976327535490855e+05,9.850146884419217486e-01,4.659592952279664132e+03
1.401401401401401563e+04,4.999994296096071776e+04,6.645894202872110190e-01,3.212295747717067716e+05,9.574656130545305954e-01,4.651093793691072278e+03
1.411411411411411427e+04,4.999994488336618087e+04,6.421763551454865437e-01,3.229552317098617787e+05,9.306168501299223461e-01,4.642356119594177471e+03
1.421421421421421473e+04,4.999994674097298412e+04,6.205197097735716261e-01,3.246746158693793113e+05,9.044545255182020460e-01,4.633387788800031558e+03
1.431431431431431520e+04,4.999994853596571920e+04,5.995939200789338619e-01,3.263877397488238639e+05,8.789647880779599687e-01,4.624196490862448627e+03
1.441441441441441566e+04,4.999995027045487950e+04,5.793742935882634226e-01,3.280946160422709654e+05,8.541338538299441119e-01,4.614789747213627379e+03
1.451451451451451612e+04,4.999995194648011966e+04,5.598369701066736592e-01,3.297952576377228252e+05,8.299480037572524171e-01,4.605174912347202735e+03
1.461461461461461477e+04,4.999995356601289677e+04,5.409588907220047593e-01,3.314896776144988835e+05,8.063935789241165608e-01,4.595359175544642312e+03
1.471471471471471523e+04,4.999995513095791102e+04,5.227177810683245607e-01,3.331778892414656584e+05,7.834570166096629373e-01,4.585349562002808852e+03
1.481481481481481569e+04,4.999995664315576869e+04,5.050921192876179910e-01,3.348599059743263060e+05,7.611248738198508335e-01,4.575152934609676777e+03
1.491491491491491615e+04,4.999995810438451008e+04,4.880611180417350758e-01,3.365357414530121605e+05,7.393838390477951439e-01,4.564775995580451308e+03
1.501501501501501662e+04,4.999995951636217069e+04,4.716046942930345320e-01,3.382054094983158284e+05,7.182207277938861267e-01,4.554225288621351865e+03
1.511511511511511708e+04,4.999996088074894942e+04,4.557034439157400252e-01,3.398689241087726550e+05,6.976224998052338311e-01,4.543507200910129541e+03
1.521521521521521572e+04,4.999996219914909307e+04,4.403386185874526570e-01,3.415262994574168115e+05,6.775762683921393581e-01,4.532627965139724438e+03
1.531531531531531618e+04,4.999996347311295540e+04,4.254921025155509184e-01,3.431775498881546664e+05,6.580693088296879489e-01,4.521593661790852821e+03
1.541541541541541665e+04,4.999996470413848147e+04,4.111463938585642741e-01,3.448226899123174953e+05,6.390890635121029284e-01,4.510410221273621573e+03
1.551551551551551711e+04,4.999996589367309934e+04,3.972845836108185869e-01,3.464617342048470164e+05,6.206231485898251465e-01,4.499083426299903294e+03
1.561561561561561757e+04,4.999996704311546637e+04,3.838903337838104335e-01,3.480946976008607307e+05,6.026593646787382630e-01,4.487618914032584144e+03
1.571571571571571621e+04,4.999996815381699707e+04,3.709478603384336881e-01,3.497215950911812834e+05,5.851857066023752330e-01,4.476022178821031957e+03
1.581581581581581668e+04,4.999996922708357306e+04,3.584419122320408602e-01,3.513424418189359712e+05,5.681903473156204587e-01,4.464298574344858025e+03
1.591591591591591714e+04,4.999997026417710003e+04,3.463577539500636293e-01,3.529572530751561862e+05,5.516616341197253526e-01,4.452453316320533304e+03
1.601601601601601760e+04,4.999997126631689753e+04,3.346811481678741429e-01,3.545660442949078279e+05,5.355881745657860016e-01,4.440491484847196261e+03
1.611611611611611806e+04,4.999997223468121229e+04,3.233983386917767544e-01,3.561688310531099560e+05,5.199587443118638408e-01,4.428418027035319028e+03
1.621621621621621671e+04,4.999997317040846974e+04,3.124960354644873428e-01,3.577656290605557151e+05,5.047622704127719961e-01,4.416237759468439435e+03
1.631631631631631717e+04,4.999997407459877286e+04,3.019613969878426896e-01,3.593564541597714997e+05,4.899879403929033317e-01,4.403955370694977319e+03
1.641641641641641763e+04,4.999997494831511722e+04,2.917820156971713819e-01,3.609413223208524869e+05,4.756251430895915844e-01,4.391575423823900564e+03
1.651651651651651628e+04,4.999997579258468613e+04,2.819459032591591363e-01,3.625202496373917093e+05,4.616634498143681875e-01,4.379102359041337877e+03
1.661661661661661856e+04,4.999997660840001481e+04,2.724414765369401747e-01,3.640932523223687313e+05,4.480926521942774632e-01,4.366540496119429918e+03
1.671671671671671720e+04,4.999997739672017633e+04,2.632575437280566533e-01,3.656603467040390824e+05,4.349027456869151709e-01,4.353894036955319280e+03
1.681681681681681948e+04,4.999997815847193124e+04,2.543832910515173018e-01,3.672215492218721192e+05,4.220839221829105203e-01,4.341167068076292708e+03
1.691691691691691813e+04,4.999997889455078985e+04,2.458082700196798642e-01,3.687768764225256746e+05,4.096265812314016097e-01,4.328363563111371150e+03
1.701701701701701677e+04,4.999997960582204541e+04,2.375223852359646393e-01,3.703263449558494613e+05,3.975213246926140309e-01,4.315487385256397829e+03
1.711711711711711905e+04,4.999998029312185099e+04,2.295158821415625161e-01,3.718699715708932490e+05,3.857589568516363032e-01,4.302542289732561585e+03
1.721721721721721769e+04,4.999998095725815801e+04,2.217793357268456611e-01,3.734077731119972304e+05,3.743304776841763215e-01,4.289531926201437273e+03
1.731731731731731998e+04,4.999998159901169856e+04,2.143036391466423551e-01,3.749397665148963570e+05,3.632270871153413516e-01,4.276459841165510625e+03
1.741741741741741862e+04,4.999998221913688758e+04,2.070799928910609100e-01,3.764659688028691453e+05,3.524401801369772547e-01,4.263329480347720164e+03
1.751751751751751726e+04,4.999998281836268870e+04,2.000998948869978367e-01,3.779863970830166363e+05,3.419613458805736417e-01,4.250144190993327356e+03
1.761761761761761954e+04,4.999998339739350195e+04,1.933551300470509327e-01,3.795010685424920521e+05,3.317823643302210690e-01,4.236907224201909230e+03
1.771771771771771819e+04,4.999998395691000042e+04,1.868377604837622163e-01,3.810100004448023974e+05,3.218952045840968168e-01,4.223621737216264592e+03
1.781781781781782047e+04,4.999998449756987247e+04,1.805401165199912172e-01,3.825132101262583747e+05,3.122920221430820487e-01,4.210290795626899126e+03
1.791791791791791911e+04,4.999998502000857115e+04,1.744547883548410450e-01,3.840107149925511912e+05,3.029651568633932590e-01,4.196917375501850074e+03
1.801801801801801776e+04,4.999998552484031097e+04,1.685746141581723201e-01,3.855025325146929827e+05,2.939071303037085747e-01,4.183504365885817606e+03
1.811811811811812004e+04,4.999998601265842444e+04,1.628926759355736886e-01,3.869886802263813443e+05,2.851106406037676178e-01,4.170054570476880144e+03
1.821821821821821868e+04,4.999998648403638072e+04,1.574022874942822836e-01,3.884691757198878913e+05,2.765685616548899106e-01,4.156570710153745495e+03
1.831831831831832096e+04,4.999998693952831673e+04,1.520969884883681678e-01,3.899440366431520088e+05,2.682739402921392458e-01,4.143055424808690987e+03
1.841841841841841961e+04,4.999998737966956105e+04,1.469705379250547117e-01,3.914132806967368815e+05,2.602199925005750369e-01,4.129511275259515969e+03
1.851851851851851825e+04,4.999998780497762345e+04,1.420169028281028090e-01,3.928769256298599066e+05,2.524001012474557659e-01,4.115940745696132581e+03
1.861861861861862053e+04,4.999998821595227491e+04,1.372302573960301197e-01,3.943349892386159045e+05,2.448078131051516781e-01,4.102346244861380910e+03
1.871871871871871917e+04,4.999998861307676270e+04,1.326049685862648875e-01,3.957874893612294691e+05,2.374368358130332091e-01,4.088730108946051587e+03
1.881881881881882146e+04,4.999998899681769399e+04,1.281355974211787208e-01,3.972344438769670087e+05,2.302810354149306959e-01,4.075094602372625104e+03
1.891891891891892010e+04,4.999998936762629455e+04,1.238168845740307833e-01,3.986758707012025407e+05,2.233344331135831418e-01,4.061441920797977673e+03
1.901901901901901874e+04,4.999998972593824874e+04,1.196437519848166098e-01,4.001117877846754855e+05,2.165911988031117286e-01,4.047774191700553729e+03
1.911911911911912102e+04,4.999999007217484905e+04,1.156112893470225417e-01,4.015422131085799192e+05,2.100456524983441153e-01,4.034093477366276602e+03
1.921921921921921967e+04,4.999999040674298158e+04,1.117147547051108025e-01,4.029671646837118897e+05,2.036922601261959287e-01,4.020401775538479342e+03
