t,S_a,I_a,S_h,I_h,R_h
1.701701701701701722e+03,4.995097252401466540e+04,6.510500686306926355e+01,5.666924081149951235e+04,9.105685888066052058e+00,1.168170390253251753e+03
1.801801801801801957e+03,4.996716020768127783e+04,6.424761051882902052e+01,5.928243759146628145e+04,9.258637553883431792e+00,1.255349337246837422e+03
1.901901901901901965e+03,4.997701784204687283e+04,6.340558735856232886e+01,6.188281031174737291e+04,9.402654142364903933e+00,1.343670542127703811e+03
2.002002002002002200e+03,4.998303390070229216e+04,6.257819894197140087e+01,6.447056035691568104e+04,9.538409658359897847e+00,1.433043707051487445e+03
2.102102102102102435e+03,4.998671925941103837e+04,6.176488537789097677e+01,6.704587712412599649e+04,9.666509299472947347e+00,1.523385256617114237e+03
2.202202202202202443e+03,4.998899023211211897e+04,6.096519724220479475e+01,6.960893910741075524e+04,9.787496833180155065e+00,1.614617707869835158e+03
2.302302302302302451e+03,4.999040274370825500e+04,6.017875423163432913e+01,7.215991502982309612e+04,9.901862069737399352e+00,1.706669038257696684e+03
2.402402402402402458e+03,4.999129510174086317e+04,5.940522016750648504e+01,7.469896487872178841e+04,1.001004691865088425e+01,1.799472102760159714e+03
2.502502502502502466e+03,4.999187164238620608e+04,5.864428867233996101e+01,7.722624059002776630e+04,1.011245108701426076e+01,1.892964233675616697e+03
2.602602602602602929e+03,4.999225526275756420e+04,5.789567415311685039e+01,7.974188670831486525e+04,1.020943745722634333e+01,1.987086867398632648e+03
2.702702702702702936e+03,4.999252189301228645e+04,5.715910565693855716e+01,8.224604122154446668e+04,1.030133596644196281e+01,2.081785073282575468e+03
2.802802802802802944e+03,4.999271686441358179e+04,5.643432407928823125e+01,8.473883599571215746e+04,1.038844755349442828e+01,2.177007304768581434e+03
2.902902902902902952e+03,4.999286791724654177e+04,5.572107982299348095e+01,8.722039730390842305e+04,1.047104777804156228e+01,2.272705098842360258e+03
3.003003003003003414e+03,4.999299192315788969e+04,5.501913151383210732e+01,8.969084626987484808e+04,1.054938911793583323e+01,2.368832824411758338e+03
3.103103103103103422e+03,4.999309918838742306e+04,5.432824488973238175e+01,9.215029942649106670e+04,1.062370382213305930e+01,2.465347368722068495e+03
3.203203203203203429e+03,4.999319578241240379e+04,5.364819262253119092e+01,9.459886878321882978e+04,1.069420577529681893e+01,2.562208093070074028e+03
3.303303303303303437e+03,4.999328540877904015e+04,5.297875368680918484e+01,9.703666226357303094e+04,1.076109269776093846e+01,2.659376586737740126e+03
3.403403403403403445e+03,4.999337040623313078e+04,5.231971285189498388e+01,9.946378411399152537e+04,1.082454753029103678e+01,2.756816438059008306e+03
3.503503503503503907e+03,4.999345215402647591e+04,5.167086060575066142e+01,1.018803350386353122e+05,1.088473999638283729e+01,2.854493155417772414e+03
3.603603603603603915e+03,4.999353148274822161e+04,5.103199290681388334e+01,1.042864124475751451e+05,1.094182781605394439e+01,2.952374026834668712e+03
3.703703703703703923e+03,4.999360892582879751e+04,5.040291094446244813e+01,1.066821107004893274e+05,1.099595790296104525e+01,3.050427982350131970e+03
3.803803803803803930e+03,4.999368480620519404e+04,4.978342098067634680e+01,1.090675212799736619e+05,1.104726706423039317e+01,3.148625496043827752e+03
3.903903903903904393e+03,4.999375933714023995e+04,4.917333415879655689e+01,1.114427329966024408e+05,1.109588359543151093e+01,3.246938469629045812e+03
4.004004004004004400e+03,4.999383267844528018e+04,4.857246634914301353e+01,1.138078321522438200e+05,1.114192692204492197e+01,3.345340140632004477e+03
4.104104104104104408e+03,4.999390488794076373e+04,4.798063808708783995e+01,1.161629026100772608e+05,1.118550953017339999e+01,3.443805041387325218e+03
4.204204204204204871e+03,4.999397602562640532e+04,4.739767434330045859e+01,1.185080260056921106e+05,1.122673672766400088e+01,3.542308880968652829e+03
4.304304304304304424e+03,4.999404613465691364e+04,4.682340430922251073e+01,1.208432819025628851e+05,1.126570752232742656e+01,3.640828459051469963e+03
4.404404404404404886e+03,4.999411524812905554e+04,4.625766128792960075e+01,1.231687478946768242e+05,1.130251515085987002e+01,3.739341607672958162e+03
4.504504504504504439e+03,4.999418339190683037e+04,4.570028284548398290e+01,1.254844995798257005e+05,1.133724731927684637e+01,3.837827200909760904e+03
4.604604604604604901e+03,4.999425058789689501e+04,4.515111054401204171e+01,1.277906107285919570e+05,1.136998696050041957e+01,3.936265062142034822e+03
4.704704704704705364e+03,4.999431685601452773e+04,4.460998960929703117e+01,1.300871534809711302e+05,1.140081233529047644e+01,4.034635857544413284e+03
4.804804804804804917e+03,4.999438221430399426e+04,4.407676897374954450e+01,1.323741983549044526e+05,1.142979740722609172e+01,4.132921088357846202e+03
4.904904904904905379e+03,4.999444667948408460e+04,4.355130120518241910e+01,1.346518143053667445e+05,1.145701224353413039e+01,4.231103056933441621e+03
5.005005005005004932e+03,4.999451026743769762e+04,4.303344238015393586e+01,1.369200688102893764e+05,1.148252320017876293e+01,4.329164818702956836e+03
5.105105105105105395e+03,4.999457299347814842e+04,4.252305195709213592e+01,1.391790279514986323e+05,1.150639325223386322e+01,4.427090137034410873e+03
5.205205205205205857e+03,4.999463487242149131e+04,4.201999269133577286e+01,1.414287564700288931e+05,1.152868215539344199e+01,4.524863452148712895e+03
5.305305305305305410e+03,4.999469591864264657e+04,4.152413054456265940e+01,1.436693178240296838e+05,1.154944661530028327e+01,4.622469848544141314e+03
5.405405405405405872e+03,4.999475614615130326e+04,4.103533458948988510e+01,1.459007742471183883e+05,1.156874070842464697e+01,4.719895022108052217e+03
5.505505505505506335e+03,4.999481556863473088e+04,4.055347691991694603e+01,1.481231868014050124e+05,1.158661592368341609e+01,4.817125250464343480e+03
5.605605605605605888e+03,4.999487419947508897e+04,4.007843255598352528e+01,1.503366154318326444e+05,1.160312114780237280e+01,4.914147362646014699e+03
5.705705705705706350e+03,4.999493205175702315e+04,3.961007938442621423e+01,1.525411189994327724e+05,1.161830303885754390e+01,5.010948720330196011e+03
5.805805805805805903e+03,4.999498913828576769e+04,3.914829807595475586e+01,1.547367553254392988e+05,1.163220618596977651e+01,5.107517193150094499e+03
5.905905905905906366e+03,4.999504547159883077e+04,3.869297199374146601e+01,1.569235812406191253e+05,1.164487313747508601e+01,5.203841131179518015e+03
6.006006006006006828e+03,4.999510106397601339e+04,3.824398711870039591e+01,1.591016526236122008e+05,1.165634451499479773e+01,5.299909343518289461e+03
6.106106106106106381e+03,4.999515592744621972e+04,3.780123198071103729e+01,1.612710244349200802e+05,1.166665914632797474e+01,5.395711079314639392e+03
6.206206206206206843e+03,4.999521007379274670e+04,3.736459759368059963e+01,1.634317507484985690e+05,1.167585422889754909e+01,5.491236010117782826e+03
6.306306306306306396e+03,4.999526351455995609e+04,3.693397738754509874e+01,1.655838847842700779e+05,1.168396538759827408e+01,5.586474211787671265e+03
6.406406406406406859e+03,4.999531626105972828e+04,3.650926714450319821e+01,1.677274789379287395e+05,1.169102666622763742e+01,5.681416147960743729e+03
6.506506506506507321e+03,4.999536832437686826e+04,3.609036493966734582e+01,1.698625848076504772e+05,1.169707070838213347e+01,5.776052655147686892e+03
6.606606606606606874e+03,4.999541971537746576e+04,3.567717105210306983e+01,1.719892532353351708e+05,1.170212886989258827e+01,5.870374919795604001e+03
6.706706706706707337e+03,4.999547044471315166e+04,3.526958791734768539e+01,1.741075343262234819e+05,1.170623130388326771e+01,5.964374467417006599e+03
6.806806806806806890e+03,4.999552052282450313e+04,3.486752008872889519e+01,1.762174774649756146e+05,1.170940672842244545e+01,6.058043153854650882e+03
6.906906906906907352e+03,4.999556995994664612e+04,3.447087417246396512e+01,1.783191313429999282e+05,1.171168293884967682e+01,6.151373149894103335e+03
7.007007007007007815e+03,4.999561876611354091e+04,3.407955878038496422e+01,1.804125439778153959e+05,1.171308662521322219e+01,6.244356930696962991e+03
7.107107107107107367e+03,4.999566695116354822e+04,3.369348446884645654e+01,1.824977627381470520e+05,1.171364343877964842e+01,6.336987261927704822e+03
7.207207207207207830e+03,4.999571452474470425e+04,3.331256368328287465e+01,1.845748343665300054e+05,1.171337792190034577e+01,6.429257187343169790e+03
7.307307307307307383e+03,4.999576149631882436e+04,3.293671071352036961e+01,1.866438049962493242e+05,1.171231380607982508e+01,6.521160019332233787e+03
7.407407407407407845e+03,4.999580787516616692e+04,3.256584164356485189e+01,1.887047201710163499e+05,1.171047401706413815e+01,6.612689328103069784e+03
7.507507507507508308e+03,4.999585367038901313e+04,3.219987431155676916e+01,1.907576248593896453e+05,1.170788075906750159e+01,6.703838933759107931e+03
7.607607607607607861e+03,4.999589889091585792e+04,3.183872826366451392e+01,1.928025634722586838e+05,1.170455506540200474e+01,6.794602896975344265e+03
7.707707707707708323e+03,4.999594354550551361e+04,3.148232470923536042e+01,1.948395798792731657e+05,1.170051700424012964e+01,6.884975509898996279e+03
7.807807807807808786e+03,4.999598764275124995e+04,3.113058647781812027e+01,1.968687174239069573e+05,1.169578692487947613e+01,6.974951287230651360e+03
7.907907907907908339e+03,4.999603119108292594e+04,3.078343799438985329e+01,1.988900189337247284e+05,1.169038360755511441e+01,7.064524960998348433e+03
8.008008008008008801e+03,4.999607419877293432e+04,3.044080521601399880e+01,2.009035267411730019e+05,1.168432545336393957e+01,7.153691469577228418e+03
8.108108108108108354e+03,4.999611667393116659e+04,3.010261567670769267e+01,2.029092826701002487e+05,1.167763022673550211e+01,7.242445961543112389e+03
8.208208208208208816e+03,4.999615862452772126e+04,2.976879826542939611e+01,2.049073281081291789e+05,1.167031507507191890e+01,7.330783764255467759e+03
8.308308308308309279e+03,4.999620005838949146e+04,2.943928326251376149e+01,2.068977039957842208e+05,1.166239655908135120e+01,7.418700386813060504e+03
8.408408408408409741e+03,4.999624098319746554e+04,2.911400236053244583e+01,2.088804508201472345e+05,1.165389070267141847e+01,7.506191521085126624e+03
8.508508508508508385e+03,4.999628140650060959e+04,2.879288852731259851e+01,2.108556086592471111e+05,1.164481300649715045e+01,7.593253022399147085e+03
8.608608608608608847e+03,4.999632133569738653e+04,2.847587618502348050e+01,2.128232171251018299e+05,1.163517840095950362e+01,7.679880930794734013e+03
8.708708708708709310e+03,4.999636077803996159e+04,2.816290115230557944e+01,2.147833153813776444e+05,1.162500142732706543e+01,7.766071462403934675e+03
8.808808808808809772e+03,4.999639974064340640e+04,2.785390055142015697e+01,2.167359421729142778e+05,1.161429612734663586e+01,7.851820996539254338e+03
8.908908908908910234e+03,4.999643823050809442e+04,2.754881258902408447e+01,2.186811358958152123e+05,1.160307615211061005e+01,7.937126045800143402e+03
9.009009009009008878e+03,4.999647625451278145e+04,2.724757663466031232e+01,2.206189345724992163e+05,1.159135470655163402e+01,8.021983264735665216e+03
9.109109109109109340e+03,4.999651381941194995e+04,2.695013325279980876e+01,2.225493758417920035e+05,1.157914442189336235e+01,8.106389453097868682e+03
9.209209209209209803e+03,4.999655093183975987e+04,2.665642414789272507e+01,2.244724969752866309e+05,1.156645771642327425e+01,8.190341548173531919e+03
9.309309309309310265e+03,4.999658759830913914e+04,2.636639218146807906e+01,2.263883348722491937e+05,1.155330663248564527e+01,8.273836626248641551e+03
9.409409409409410728e+03,4.999662382521951076e+04,2.607998128238026325e+01,2.282969260868068959e+05,1.153970276466230871e+01,8.356871888500219939e+03
9.509509509509509371e+03,4.999665961885299475e+04,2.579713649346883741e+01,2.301983068137835944e+05,1.152565738573966669e+01,8.439444669120390245e+03
9.609609609609609834e+03,4.999669498538396147e+04,2.551780386497533115e+01,2.320925129207842401e+05,1.151118145611321353e+01,8.521552418071674765e+03
9.709709709709710296e+03,4.999672993087903887e+04,2.524193046211713209e+01,2.339795799456190434e+05,1.149628560407566624e+01,8.603192702830801863e+03
9.809809809809810758e+03,4.999676446129658871e+04,2.496946436737388098e+01,2.358595430956695345e+05,1.148098013957408803e+01,8.684363208502367343e+03
9.909909909909911221e+03,4.999679858249674726e+04,2.470035458074798029e+01,2.377324372770846821e+05,1.146527510276126804e+01,8.765061722653734250e+03
1.001001001001000986e+04,4.999683230023039505e+04,2.443455113055199490e+01,2.395982970623025030e+05,1.144918019590523528e+01,8.845286152200820652e+03
1.011011011011011033e+04,4.999686562015782692e+04,2.417200488908768818e+01,2.414571567437406920e+05,1.143270485176477536e+01,8.925034495237841838e+03
1.021021021021021079e+04,4.999689854783334158e+04,2.391266772192874512e+01,2.433090502902262087e+05,1.141585822496758240e+01,9.004304863988314537e+03
1.031031031031031125e+04,4.999693108872455923e+04,2.365649229562649580e+01,2.451540114024526556e+05,1.139864929568125440e+01,9.083095455569915430e+03
1.041041041041041171e+04,4.999696324819795700e+04,2.340343222103220455e+01,2.469920734714943392e+05,1.138108673354298261e+01,9.161404573946969322e+03
1.051051051051051036e+04,4.999699503153530532e+04,2.315344188281840943e+01,2.488232696271674940e+05,1.136317903058106005e+01,9.239230604548765768e+03
1.061061061061061082e+04,4.999702644392335787e+04,2.290647655508952241e+01,2.506476327056156588e+05,1.134493438015040212e+01,9.316572031295962006e+03
1.071071071071071128e+04,4.999705749046650453e+04,2.266249226838980846e+01,2.524651952864761988e+05,1.132636072209684386e+01,9.393427417285749470e+03
1.081081081081081174e+04,4.999708817617914610e+04,2.242144588650356951e+01,2.542759896711041511e+05,1.130746584367532925e+01,9.469795416058808769e+03
1.091091091091091221e+04,4.999711850599500758e+04,2.218329501455005115e+01,2.560800479082642123e+05,1.128825736790101075e+01,9.545674758354552978e+03
1.101101101101101267e+04,4.999714848476352199e+04,2.194799803743885036e+01,2.578774017835301347e+05,1.126874257934109202e+01,9.621064257697764333e+03
1.111111111111111131e+04,4.999717811725512001e+04,2.171551406725411582e+01,2.596680828337687999e+05,1.124892852289991829e+01,9.695962802907959485e+03
1.121121121121121178e+04,4.999720740815847239e+04,2.148580296499953945e+01,2.614521223408083024e+05,1.122882229563711753e+01,9.770369361224227760e+03
1.131131131131131224e+04,4.999723636208756943e+04,2.125882527184360526e+01,2.632295513503355905e+05,1.120843096520241922e+01,9.844282968710218483e+03
1.141141141141141270e+04,4.999726498357978562e+04,2.103454222373002480e+01,2.650004006673595868e+05,1.118776087200307146e+01,9.917702733029007504e+03
1.151151151151151316e+04,4.999729327709855716e+04,2.081291573408795159e+01,2.667647008613332873e+05,1.116681838257404102e+01,9.990627830412209732e+03
1.161161161161161181e+04,4.999732124703445879e+04,2.059390838254643086e+01,2.685224822689046268e+05,1.114560994577408692e+01,1.006305750427453131e+04
1.171171171171171227e+04,4.999734889770646259e+04,2.037748340237540035e+01,2.702737749974271865e+05,1.112414182966784004e+01,1.013499106360278711e+04
1.181181181181181273e+04,4.999737623336349498e+04,2.016360466297555831e+01,2.720186089297277504e+05,1.110241986180222717e+01,1.020642788071765608e+04
1.191191191191191319e+04,4.999740325818583369e+04,1.995223665514967237e+01,2.737570137279120390e+05,1.108044970518498218e+01,1.027736738923532175e+04
1.201201201201201366e+04,4.999742997628631565e+04,1.974334447815448357e+01,2.754890188364391215e+05,1.105823720275254196e+01,1.034780908237813128e+04
1.211211211211211230e+04,4.999745639171200310e+04,1.953689382764811100e+01,2.772146534854202182e+05,1.103578805966813547e+01,1.041775251153180579e+04
1.221221221221221276e+04,4.999748250844539871e+04,1.933285098216782316e+01,2.789339466944155283e+05,1.101310750646146630e+01,1.048719728455159020e+04
1.231231231231231322e+04,4.999750833040544239e+04,1.913118279363635565e+01,2.806469272746537463e+05,1.099020081122488257e+01,1.055614306441544795e+04
1.241241241241241369e+04,4.999753386144895921e+04,1.893185667304855713e+01,2.823536238328184700e+05,1.096707320503936423e+01,1.062458956741871953e+04
1.251251251251251415e+04,4.999755910537192540e+04,1.873484057804341063e+01,2.840540647743418231e+05,1.094372969284839670e+01,1.069253656168196176e+04
1.261261261261261279e+04,4.999758406591032690e+04,1.854010300464719663e+01,2.857482783054848551e+05,1.092017517642736735e+01,1.075998386608422152e+04
1.271271271271271326e+04,4.999760874674185470e+04,1.834761297201258401e+01,2.874362924373093410e+05,1.089641447784386408e+01,1.082693134834159173e+04
1.281281281281281372e+04,4.999763315148582478e+04,1.815734002195926422e+01,2.891181349858017056e+05,1.087245226539998022e+01,1.089337892499308691e+04
1.291291291291291418e+04,4.999765728370566649e+04,1.796925419580331251e+01,2.907938335778698092e+05,1.084829307004983612e+01,1.095932655851669551e+04
1.301301301301301464e+04,4.999768114690957736e+04,1.778332602766646886e+01,2.924634156530007604e+05,1.082394148193622740e+01,1.102477425645018047e+04
1.311311311311311329e+04,4.999770474455113435e+04,1.759952653898426789e+01,2.941269084648172138e+05,1.079940178110600790e+01,1.108972207085465925e+04
1.321321321321321375e+04,4.999772808003053797e+04,1.741782722667569416e+01,2.957843390840356587e+05,1.077467814110849531e+01,1.115417009680675801e+04
1.331331331331331421e+04,4.999775115669588558e+04,1.723820005005419631e+01,2.974357344016794232e+05,1.074977489142915843e+01,1.121811847075998048e+04
1.341341341341341467e+04,4.999777397784411005e+04,1.706061742315085183e+01,2.990811211313702515e+05,1.072469607394706337e+01,1.128156736970339989e+04
1.351351351351351514e+04,4.999779654672111792e+04,1.688505221292173886e+01,3.007205258095928584e+05,1.069944566312519818e+01,1.134451701093358133e+04
1.361361361361361378e+04,4.999781886652396497e+04,1.671147771867995502e+01,3.023539748010484036e+05,1.067402749636728387e+01,1.140696764959893335e+04
1.371371371371371424e+04,4.999784094040179480e+04,1.653986766439105338e+01,3.039814943006805843e+05,1.064844545564204026e+01,1.146891957767261556e+04
1.381381381381381470e+04,4.999786277145432541e+04,1.637019621102044553e+01,3.056031103304157732e+05,1.062270324899259677e+01,1.153037312559106977e+04
1.391391391391391517e+04,4.999788436273604748e+04,1.620243791720072934e+01,3.072188487492886488e+05,1.059680450241666883e+01,1.159132865753915939e+04
1.401401401401401563e+04,4.999790571725441987e+04,1.603656775711328208e+01,3.088287352488614852e+05,1.057075278678273200e+01,1.165178657356248004e+04
1.411411411411411427e+04,4.999792683797208156e+04,1.587256109881365340e+01,3.104327953587725642e+05,1.054455159975035095e+01,1.171174730702761917e+04
1.421421421421421473e+04,4.999794772780840867e+04,1.571039369032301281e+01,3.120310544503611163e+05,1.051820435130695053e+01,1.177121132301789658e+04
1.431431431431431520e+04,4.999796838963733899e+04,1.555004167996118625e+01,3.136235377314047655e+05,1.049171437868042922e+01,1.183017912069625527e+04
1.441441441441441566e+04,4.999798882629265427e+04,1.539148156654804644e+01,3.152102702589787077e+05,1.046508495466424726e+01,1.188865122752505158e+04
1.451451451451451612e+04,4.999800904056428408e+04,1.523469023471966999e+01,3.167912769303540117e+05,1.043831927627419098e+01,1.194662820337141238e+04
1.461461461461461477e+04,4.999802903520354448e+04,1.507964490558219950e+01,3.183665824957668665e+05,1.041142047815980121e+01,1.200411063479907534e+04
1.471471471471471523e+04,4.999804881291624770e+04,1.492632320098046961e+01,3.199362115417504683e+05,1.038439161772796560e+01,1.206109914249327448e+04
1.481481481481481569e+04,4.999806837637579156e+04,1.477470302064539531e+01,3.215001885228824685e+05,1.035723571668501108e+01,1.211759436721464226e+04
1.491491491491491615e+04,4.999808772820821468e+04,1.462476268293149317e+01,3.230585377254727646e+05,1.032995570724740020e+01,1.217359698582621240e+04
1.501501501501501662e+04,4.999810687100769428e+04,1.447648077908141673e+01,3.246112833051575581e+05,1.030255447722883666e+01,1.222910769478704242e+04
1.511511511511511708e+04,4.999812580732778588e+04,1.432983625549506534e+01,3.261584492656740476e+05,1.027503484952082324e+01,1.228412721944085024e+04
1.521521521521521572e+04,4.999814453968435555e+04,1.418480838655375642e+01,3.277000594659256749e+05,1.024739958747811741e+01,1.233865631097003461e+04
1.531531531531531618e+04,4.999816307056105870e+04,1.404137672394753800e+01,3.292361376330947969e+05,1.021965140539721517e+01,1.239269574069752161e+04
1.541541541541541665e+04,4.999818140239929198e+04,1.389952118930144387e+01,3.307667073386117700e+05,1.019179295042410160e+01,1.244624631048732772e+04
1.551551551551551711e+04,4.999819953761407669e+04,1.375922192821204959e+01,3.322917920361610595e+05,1.016382683951163735e+01,1.249930883645230824e+04
1.561561561561561757e+04,4.999821747857665468e+04,1.362045946996190615e+01,3.338114150200234726e+05,1.013575561360224242e+01,1.255188416672506901e+04
1.571571571571571621e+04,4.999823522763219808e+04,1.348321456512112704e+01,3.353255994675604161e+05,1.010758177894268606e+01,1.260397316347588821e+04
1.581581581581581668e+04,4.999825278708789847e+04,1.334746829486371489e+01,3.368343684105528519e+05,1.007930778332057997e+01,1.265557671497455704e+04
1.591591591591591714e+04,4.999827015921733982e+04,1.321320203056678722e+01,3.383377447457995149e+05,1.005093602448697432e+01,1.270669573113638398e+04
1.601601601601601760e+04,4.999828734626463847e+04,1.308039739468792106e+01,3.398357512453047093e+05,1.002246887833423017e+01,1.275733113944868273e+04
1.611611611611611806e+04,4.999830435044171463e+04,1.294903628749305113e+01,3.413284105493540410e+05,9.993908666636500016e+00,1.280748388757425892e+04
1.621621621621621671e+04,4.999832117393088993e+04,1.281910086256918291e+01,3.428157451728806482e+05,9.965257676778820795e+00,1.285715494082159603e+04
1.631631631631631717e+04,4.999833781887943769e+04,1.269057357897119864e+01,3.442977774922607932e+05,9.936518095715351606e+00,1.290634528804845831e+04
1.641641641641641763e+04,4.999835428741021315e+04,1.256343710022483684e+01,3.457745297710768646e+05,9.907692115425726698e+00,1.295505593029466399e+04
1.651651651651651628e+04,4.999837058161686582e+04,1.243767434014320017e+01,3.472460241485242732e+05,9.878781873962024562e+00,1.300328788597290441e+04
1.661661661661661856e+04,4.999838670355705835e+04,1.231326852758417445e+01,3.487122826229727361e+05,9.849789473302539733e+00,1.305104219804613786e+04
1.671671671671671720e+04,4.999840265526681469e+04,1.219020307059978236e+01,3.501733270866445382e+05,9.820716968063539554e+00,1.309831991898402521e+04
1.681681681681681948e+04,4.999841843875232735e+04,1.206846163432416041e+01,3.516291793058339390e+05,9.791566376196936261e+00,1.314512211941153873e+04
1.691691691691691813e+04,4.999843405598932441e+04,1.194802814379062816e+01,3.530798609202921507e+05,9.762339705956740943e+00,1.319144988852141432e+04
1.701701701701701677e+04,4.999844950892867928e+04,1.182888673672083435e+01,3.545253934552570572e+05,9.733038911137875004e+00,1.323730432871688754e+04
1.711711711711711905e+04,4.999846479949352943e+04,1.171102178710815522e+01,3.559657983155286056e+05,9.703665920862341920e+00,1.328268655836141807e+04
1.721721721721721769e+04,4.999847992958123359e+04,1.159441788477562163e+01,3.574010967903339188e+05,9.674222593058136255e+00,1.332759770996962834e+04
1.731731731731731998e+04,4.999849490106248413e+04,1.147905984903705345e+01,3.588313100505874027e+05,9.644710786924933998e+00,1.337203893096197498e+04
1.741741741741741862e+04,4.999850971578267490e+04,1.136493271243864100e+01,3.602564591526752338e+05,9.615132317032273335e+00,1.341601138241091576e+04
1.751751751751751726e+04,4.999852437556324003e+04,1.125202171402883167e+01,3.616765650407749927e+05,9.585488971658959301e+00,1.345951623814288541e+04
1.761761761761761954e+04,4.999853888220022054e+04,1.114031230448417453e+01,3.630916485448093154e+05,9.555782500876317087e+00,1.350255468546120755e+04
1.771771771771771819e+04,4.999855323746589420e+04,1.102979013679274622e+01,3.645017303834736813e+05,9.526014625297667848e+00,1.354512792405507025e+04
1.781781781781782047e+04,4.999856744310819340e+04,1.092044107258526253e+01,3.659068311629116070e+05,9.496187032480532864e+00,1.358723716667877125e+04
1.791791791791791911e+04,4.999858150085259695e+04,1.081225116085098925e+01,3.673069713815745781e+05,9.466301381980890994e+00,1.362888363696198030e+04
1.801801801801801776e+04,4.999859541240135150e+04,1.070520664791767018e+01,3.687021714281984023e+05,9.436359306633276489e+00,1.367006857046640835e+04
1.811811811811812004e+04,4.999860917943282402e+04,1.059929398160816127e+01,3.700924515807196149e+05,9.406362431632629750e+00,1.371079321527137654e+04
1.821821821821821868e+04,4.999862280360448494e+04,1.049449978629717961e+01,3.714778320127275656e+05,9.376312340760405206e+00,1.375105882909733191e+04
1.831831831831832096e+04,4.999863628655134380e+04,1.039081087559924299e+01,3.728583327902815072e+05,9.346210591022389380e+00,1.379086668088692386e+04
1.841841841841841961e+04,4.999864962988621119e+04,1.028821424989399880e+01,3.742339738725389470e+05,9.316058669990743724e+00,1.383021805068499998e+04
1.851851851851851825e+04,4.999866283520120487e+04,1.018669708374408422e+01,3.756047751152286073e+05,9.285858076767837588e+00,1.386911422797785781e+04
1.861861861861862053e+04,4.999867590406726231e+04,1.008624672966189095e+01,3.769707562697540852e+05,9.255610284656018649e+00,1.390755651231792581e+04
1.871871871871871917e+04,4.999868883803459903e+04,9.986850714065170109e+00,3.783319369846216287e+05,9.225316805217424587e+00,1.394554621274089732e+04
1.881881881881882146e+04,4.999870163863323978e+04,9.888496732580726700e+00,3.796883368060695939e+05,9.194979072682672339e+00,1.398308464756676949e+04
1.891891891891892010e+04,4.999871430737321498e+04,9.791172648548933211e+00,3.810399751790175214e+05,9.164598503390978479e+00,1.402017314410198560e+04
1.901901901901901874e+04,4.999872684574484447e+04,9.694866490762484190e+00,3.823868714476008317e+05,9.134176406628009559e+00,1.405681303857802413e+04
1.911911911911912102e+04,4.999873925521923229e+04,9.599566448467854229e+00,3.837290448565818369e+05,9.103714108968109286e+00,1.409300567545045851e+04
1.921921921921921967e+04,4.999875153724827396e+04,9.505260871996599192e+00,3.850665145512606832e+05,9.073213026121889513e+00,1.412875240759082408e+04
