t,S_a,I_a,S_h,I_h,R_h
2.602602602602602929e+03,4.999525964064335130e+04,4.244152201017143966e+01,8.002869306793445139e+04,8.718519654935228402e+00,1.825891701892122228e+03
2.702702702702702936e+03,4.999554493829847343e+04,4.134040177474717126e+01,8.255877764788840432e+04,8.741316827480334339e+00,1.905979192858943406e+03
2.802802802802802944e+03,4.999575724118857033e+04,4.026987672407101826e+01,8.507862273193069268e+04,8.759397809544484659e+00,1.985957763751256607e+03
2.902902902902902952e+03,4.999592420264019893e+04,3.922899547098730011e+01,8.758834878875737195e+04,8.773057034851959202e+00,2.065782220478009549e+03
3.003003003003003414e+03,4.999606265213619918e+04,3.821684186065339617e+01,9.008807085589645430e+04,8.782564531915056705e+00,2.145410361281099995e+03
3.103103103103103422e+03,4.999618309333921934e+04,3.723253303227325262e+01,9.257789898084178276e+04,8.788168644125754270e+00,2.224802726270272615e+03
3.203203203203203429e+03,4.999629167988168047e+04,3.627521794415197576e+01,9.505793856972122740e+04,8.790098310243266155e+00,2.303922399455386312e+03
3.303303303303303437e+03,4.999639204525303649e+04,3.534407585355812387e+01,9.752829073602199787e+04,8.788565058966565147e+00,2.382734810977967754e+03
3.403403403403403445e+03,4.999648658364237053e+04,3.443831490311475108e+01,9.998905262328004756e+04,8.783764520037342649e+00,2.461207554306163274e+03
3.503503503503503907e+03,4.999657677533218521e+04,3.355717092767568488e+01,1.024403176746057870e+05,8.775878384085785910e+00,2.539310233183508444e+03
3.603603603603603915e+03,4.999666344934617518e+04,3.269990630269840892e+01,1.048821758808730083e+05,8.765075409061315881e+00,2.617014321186023153e+03
3.703703703703703923e+03,4.999674717901238910e+04,3.186580881684552580e+01,1.073147140138773684e+05,8.751512765631806801e+00,2.694293029582810050e+03
3.803803803803803930e+03,4.999682834191306029e+04,3.105419064213294078e+01,1.097380158334518201e+05,8.735336985528661558e+00,2.771121190124973509e+03
3.903903903903904393e+03,4.999690716814890766e+04,3.026438735210285813e+01,1.121521622757133300e+05,8.716684933228838972e+00,2.847475148483054909e+03
4.004004004004004400e+03,4.999698382624035003e+04,2.949575697574957545e+01,1.145572316272650642e+05,8.695684801584608437e+00,2.923332665606811588e+03
4.104104104104104408e+03,4.999705844261794846e+04,2.874767908409595663e+01,1.169532996883563610e+05,8.672456544057316918e+00,2.998672825645925059e+03
4.204204204204204871e+03,4.999713111132460472e+04,2.801955398446801482e+01,1.193404399106774799e+05,8.647112835144039167e+00,3.073475957876732537e+03
4.304304304304304424e+03,4.999720190500000172e+04,2.731080191194952889e+01,1.217187235303249763e+05,8.619759531838731448e+00,3.147723561655094727e+03
4.404404404404404886e+03,4.999727088581918360e+04,2.662086224013364699e+01,1.240882196941103903e+05,8.590496221332598381e+00,3.221398235085195211e+03
4.504504504504504439e+03,4.999733811039551802e+04,2.594919274259145325e+01,1.264489955737672572e+05,8.559416795796305877e+00,3.294483610501828025e+03
4.604604604604604901e+03,4.999740363007420092e+04,2.529526893678619359e+01,1.288011164643884840e+05,8.526609441026788971e+00,3.366964299174057942e+03
4.704704704704705364e+03,4.999746749525596533e+04,2.465858319233442231e+01,1.311446459169502486e+05,8.492158034396004140e+00,3.438825816064176252e+03
4.804804804804804917e+03,4.999752975113495631e+04,2.403864425630361268e+01,1.334796457994072407e+05,8.456141540304042081e+00,3.510054545918548683e+03
4.904904904904905379e+03,4.999759043995167303e+04,2.343497676021459597e+01,1.358061763630848727e+05,8.418634560153396507e+00,3.580637705716793789e+03
5.005005005005004932e+03,4.999764960353077913e+04,2.284712045087800902e+01,1.381242963498855825e+05,8.379707978647090272e+00,3.650563284140331234e+03
5.105105105105105395e+03,4.999770728213436087e+04,2.227462968113966468e+01,1.404340630564265593e+05,8.339428943449709308e+00,3.719820005651968131e+03
5.205205205205205857e+03,4.999776351474878902e+04,2.171707287224743510e+01,1.427355324016675586e+05,8.297861205906542637e+00,3.788397292420138911e+03
5.305305305305305410e+03,4.999781833921972429e+04,2.117403199782771139e+01,1.450287589908168593e+05,8.255065307612099446e+00,3.856285228430416737e+03
5.405405405405405872e+03,4.999787179225065483e+04,2.064510215388687797e+01,1.473137961663528113e+05,8.211098874009927329e+00,3.923474530776865322e+03
5.505505505505506335e+03,4.999792390945322404e+04,2.012989101056849961e+01,1.495906960733428132e+05,8.166016738194961988e+00,3.989956513052873106e+03
5.605605605605605888e+03,4.999797472542696050e+04,1.962801828257333980e+01,1.518595097208103980e+05,8.119871136996666294e+00,4.055723050938202505e+03
5.705705705705706350e+03,4.999802427383986651e+04,1.913911541442021402e+01,1.541202870158360456e+05,8.072711847754865389e+00,4.120766563103569752e+03
5.805805805805805903e+03,4.999807258743492275e+04,1.866282516948303183e+01,1.563730768088758923e+05,8.024586420029256928e+00,4.185079985788415797e+03
5.905905905905906366e+03,4.999811969805019180e+04,1.819880122089087848e+01,1.586179269379073812e+05,7.975540258930323922e+00,4.248656748134369991e+03
6.006006006006006828e+03,4.999816563664537534e+04,1.774670776352503765e+01,1.608548842693835322e+05,7.925616755320544549e+00,4.311490749293962836e+03
6.106106106106106381e+03,4.999821043332172849e+04,1.730621913052054595e+01,1.630839947390193120e+05,7.874857431478706538e+00,4.373576335617436598e+03
6.206206206206206843e+03,4.999825411737465038e+04,1.687701943557992124e+01,1.653053033877157723e+05,7.823302095204685891e+00,4.434908280598780948e+03
6.306306306306306396e+03,4.999829671729854454e+04,1.645880224972608374e+01,1.675188543937735667e+05,7.770988818110450502e+00,4.495481766981995861e+03
6.406406406406406859e+03,4.999833826082627638e+04,1.605127025669028029e+01,1.697246911074918462e+05,7.717954097387278445e+00,4.555292367441436909e+03
6.506506506506507321e+03,4.999837877494795248e+04,1.565413499463075375e+01,1.719228560744926799e+05,7.664233009829120036e+00,4.614336031607336736e+03
6.606606606606606874e+03,4.999841828592553065e+04,1.526711651906818901e+01,1.741133910686524177e+05,7.609859235662574051e+00,4.672609067764789870e+03
6.706706706706707337e+03,4.999845681931544823e+04,1.488994312746823390e+01,1.762963371176304645e+05,7.554865178999476072e+00,4.730108128661576302e+03
6.806806806806806890e+03,4.999849439998815069e+04,1.452235108664791952e+01,1.784717345278526482e+05,7.499281989554669181e+00,4.786830197690937894e+03
6.906906906906907352e+03,4.999853105214866810e+04,1.416408436025256457e+01,1.806396229094594601e+05,7.443139622427416668e+00,4.842772575063672775e+03
7.007007007007007815e+03,4.999856679935651482e+04,1.381489434632576163e+01,1.828000411999246280e+05,7.386466914309287368e+00,4.897932864726330990e+03
7.107107107107107367e+03,4.999860166454768478e+04,1.347453965405690468e+01,1.849530276824730972e+05,7.329291777928038876e+00,4.952308964141913748e+03
7.207207207207207830e+03,4.999863567004951619e+04,1.314278585286541734e+01,1.870986200086002355e+05,7.271641060758692987e+00,5.005899051948569650e+03
7.307307307307307383e+03,4.999866883760022756e+04,1.281940524748089238e+01,1.892368552168924070e+05,7.213540708108727273e+00,5.058701577531506700e+03
7.407407407407407845e+03,4.999870118836099573e+04,1.250417667180989234e+01,1.913677697499828355e+05,7.155015919256249468e+00,5.110715251651115977e+03
7.507507507507508308e+03,4.999873274293614668e+04,1.219688526188774702e+01,1.934913994733785512e+05,7.096090858587949413e+00,5.161939036267483971e+03
7.607607607607607861e+03,4.999876352138640505e+04,1.189732226542108862e+01,1.956077796904470306e+05,7.036788894308865672e+00,5.212372136232388584e+03
7.707707707707708323e+03,4.999879354324361339e+04,1.160528487491111704e+01,1.977169451563349285e+05,6.977132943514413377e+00,5.262013991201611134e+03
7.807807807807808786e+03,4.999882282752594620e+04,1.132057602298419674e+01,1.998189300930766622e+05,6.917145040460312977e+00,5.310864267694711998e+03
7.907907907907908339e+03,4.999885139276825794e+04,1.104300402963908745e+01,2.019137682203373115e+05,6.856846549732048324e+00,5.358922844254522715e+03
8.008008008008008801e+03,4.999887925701717904e+04,1.077238264248479993e+01,2.040014927497924364e+05,6.796258196771367999e+00,5.406189812176121450e+03
8.108108108108108354e+03,4.999890643782904954e+04,1.050853102854850718e+01,2.060821363810486218e+05,6.735400266811553571e+00,5.452665475677559698e+03
8.208208208208208816e+03,4.999893295231675438e+04,1.025127323603726204e+01,2.081557313483654580e+05,6.674292390950677500e+00,5.498350330925200069e+03
8.308308308308309279e+03,4.999895881715237920e+04,1.000043816030067134e+01,2.102223094217024336e+05,6.612953678512412559e+00,5.543245064161254049e+03
8.408408408408409741e+03,4.999898404857227433e+04,9.755859473520326119e+00,2.122819019102014718e+05,6.551402760691026117e+00,5.587350548931699450e+03
8.508508508508508385e+03,4.999900866239046445e+04,9.517375459076644617e+00,2.143345396739986027e+05,6.489657808400518313e+00,5.630667839910035582e+03
8.608608608608608847e+03,4.999903267401320772e+04,9.284828836335064395e+00,2.163802531367225747e+05,6.427736551993977088e+00,5.673198166413518265e+03
8.708708708708709310e+03,4.999905609844916762e+04,9.058066639935427489e+00,2.184190722939397674e+05,6.365656294681518723e+00,5.714942927930663245e+03
8.808808808808809772e+03,4.999907895031649969e+04,8.836940132755978894e+00,2.204510267184334516e+05,6.303433974809377283e+00,5.755903691190466816e+03
8.908908908908910234e+03,4.999910124386062671e+04,8.621304593204508038e+00,2.224761455750445894e+05,6.241086175030026162e+00,5.796082182399417434e+03
9.009009009009008878e+03,4.999912299296164565e+04,8.411019229023299459e+00,2.244944576255885768e+05,6.178629080276536456e+00,5.835480284478807334e+03
9.109109109109109340e+03,4.999914421114422294e+04,8.205947062456294461e+00,2.265059912368280056e+05,6.116078558219614436e+00,5.874100032909007496e+03
9.209209209209209803e+03,4.999916491158813733e+04,8.005954805062803104e+00,2.285107743882926006e+05,6.053450160016331516e+00,5.911943611532530667e+03
9.309309309309310265e+03,4.999918510713201249e+04,7.810912815492232042e+00,2.305088346741501591e+05,5.990759198578984979e+00,5.949013351592977415e+03
9.409409409409410728e+03,4.999920481028733775e+04,7.620694930577043280e+00,2.325001993140728155e+05,5.928020671900261718e+00,5.985311726096689199e+03
9.509509509509509371e+03,4.999922403324494371e+04,7.435178391687562893e+00,2.344848951575151004e+05,5.865249328495993453e+00,6.020841347537504589e+03
9.609609609609609834e+03,4.999924278788638912e+04,7.254243710540543510e+00,2.364629486919540795e+05,5.802459646011377536e+00,6.055604963656629479e+03
9.709709709709710296e+03,4.999926108579066931e+04,7.077774596181479083e+00,2.384343860468534112e+05,5.739665913785848339e+00,6.089605455331799931e+03
9.809809809809810758e+03,4.999927893824374041e+04,6.905657842919735501e+00,2.403992330004184623e+05,5.676882202143004541e+00,6.122845833105157908e+03
9.909909909909911221e+03,4.999929635624455841e+04,6.737783266570055218e+00,2.423575149826453708e+05,5.614122365469658149e+00,6.155329235653077376e+03
1.001001001001000986e+04,4.999931335051305359e+04,6.574043608886446677e+00,2.443092570813007478e+05,5.551400031866130291e+00,6.187058926721763783e+03
1.011011011011011033e+04,4.999932993149815593e+04,6.414334448982366155e+00,2.462544840466729365e+05,5.488728652518427786e+00,6.218038292659975923e+03
1.021021021021021079e+04,4.999934610938391415e+04,6.258554130338702670e+00,2.481932202956097899e+05,5.426121583808468429e+00,6.248270840383929681e+03
1.031031031031031125e+04,4.999936189409741201e+04,6.106603674756310163e+00,2.501254899159234774e+05,5.363591940971868866e+00,6.277760195219339039e+03
1.041041041041041171e+04,4.999937729531541845e+04,5.958386705876692169e+00,2.520513166704324831e+05,5.301152644085731502e+00,6.306510098877245582e+03
1.051051051051051036e+04,4.999939232247058681e+04,5.813809382175154639e+00,2.539707240018366429e+05,5.238816570912637971e+00,6.334524406857616668e+03
1.061061061061061082e+04,4.999940698475871613e+04,5.672780313163513277e+00,2.558837350360199925e+05,5.176596415698510256e+00,6.361807086941206762e+03
1.071071071071071128e+04,4.999942129114390991e+04,5.535210505696085193e+00,2.577903725843722059e+05,5.114504675425346925e+00,6.388362218126211701e+03
1.081081081081081174e+04,4.999943525036537176e+04,5.401013286236952204e+00,2.596906591497314221e+05,5.052553769277430717e+00,6.414193987477194241e+03
1.091091091091091221e+04,4.999944887094297155e+04,5.270104239791839618e+00,2.615846169289580139e+05,4.990755990850466617e+00,6.439306688948836381e+03
1.101101101101101267e+04,4.999946216118278244e+04,5.142401149686262940e+00,2.634722678154088790e+05,4.929123486027958023e+00,6.463704722263445547e+03
1.111111111111111131e+04,4.999947512918322900e+04,5.017823928955407631e+00,2.653536334036834887e+05,4.867668287992319875e+00,6.487392590466266483e+03
1.121121121121121178e+04,4.999948778283986030e+04,4.896294569150669851e+00,2.672287349924623850e+05,4.806402294663320696e+00,6.510374898591472629e+03
1.131131131131131224e+04,4.999950012985096691e+04,4.777737078667837700e+00,2.690975935877628508e+05,4.745337297702332258e+00,6.532656352059977507e+03
1.141141141141141270e+04,4.999951217772275413e+04,4.662077426672482261e+00,2.709602299063348910e+05,4.684484972750071918e+00,6.554241755022625512e+03
1.151151151151151316e+04,4.999952393377366388e+04,4.549243496896736794e+00,2.728166643783629988e+05,4.623856870564659438e+00,6.575136009085018486e+03
1.161161161161161181e+04,4.999953540514066117e+04,4.439165017756038445e+00,2.746669171515009948e+05,4.563464433150461019e+00,6.595344111283410712e+03
1.171171171171171227e+04,4.999954659878190432e+04,4.331773537124610662e+00,2.765110080936296145e+05,4.503318944354143483e+00,6.614871152788778090e+03
1.181181181181181273e+04,4.999955752148374449e+04,4.227002342874897955e+00,2.783489567962863366e+05,4.443431582729298945e+00,6.633722317208011191e+03
1.191191191191191319e+04,4.999956817986240640e+04,4.124786448859967258e+00,2.801807825779236737e+05,4.383813420369736313e+00,6.651902878973029146e+03
1.201201201201201366e+04,4.999957858037119149e+04,4.025062514590966423e+00,2.820065044871583232e+05,4.324475390399905805e+00,6.669418201791453612e+03
1.211211211211211230e+04,4.999958872930181678e+04,3.927768833576957608e+00,2.838261413062887732e+05,4.265428282374480240e+00,6.686273736889342217e+03
1.221221221221221276e+04,4.999959863279121055e+04,3.832845258580332537e+00,2.856397115543981199e+05,4.206682763537425984e+00,6.702475021511774685e+03
1.231231231231231322e+04,4.999960829682306212e+04,3.740233188044312040e+00,2.874472334915678948e+05,4.148249335766807988e+00,6.718027676792460625e+03
1.241241241241241369e+04,4.999961772723395552e+04,3.649875497963071869e+00,2.892487251214424614e+05,4.090138362692873564e+00,6.732937406553149231e+03
1.251251251251251415e+04,4.999962692971500655e+04,3.561716527730902193e+00,2.910442041961418581e+05,4.032360066780252161e+00,6.747209994753438878e+03
1.261261261261261279e+04,4.999963590981769084e+04,3.475702016157949270e+00,2.928336882186126895e+05,3.974924506486217979e+00,6.760851304437517683e+03
1.271271271271271326e+04,4.999964467295522627e+04,3.391779088981474732e+00,2.946171944478750811e+05,3.917841572886596069e+00,6.773867274993271167e+03
1.281281281281281372e+04,4.999965322440826276e+04,3.309896197455371336e+00,2.963947399014743860e+05,3.861120993450766203e+00,6.786263921025233685e+03
1.291291291291291418e+04,4.999966156932608283e+04,3.230003107558013564e+00,2.981663413613513112e+05,3.804772289602196267e+00,6.798047329281847851e+03
1.301301301301301464e+04,4.999966971273202216e+04,3.152050841578968754e+00,2.999320153759758687e+05,3.748804805742343316e+00,6.809223657691665721e+03
1.311311311311311329e+04,4.999967765952461195e+04,3.075991667804311991e+00,3.016917782669112203e+05,3.693227702963286063e+00,6.819799131876580759e+03
1.321321321321321375e+04,4.999968541448270844e+04,3.001779045836636683e+00,3.034456461308602593e+05,3.638049932340079007e+00,6.829780044266908590e+03
1.331331331331331421e+04,4.999969298226662067e+04,2.929367616194617607e+00,3.051936348462852766e+05,3.583280252162245993e+00,6.839172750567970979e+03
1.341341341341341467e+04,4.999970036742291995e+04,2.858713149208834015e+00,3.069357600759927882e+05,3.528927205648418663e+00,6.847983668566710548e+03
1.351351351351351514e+04,4.999970757438553119e+04,2.789772534900039958e+00,3.086720372741882456e+05,3.474999070528885792e+00,6.856219274389020939e+03
1.361361361361361378e+04,4.999971460748029494e+04,2.722503734777048212e+00,3.104024816888611531e+05,3.421503907127716015e+00,6.863886101377343039e+03
1.371371371371371424e+04,4.999972147092600790e+04,2.656865772394118697e+00,3.121271083696755813e+05,3.368449542904428551e+00,6.870990735854293234e+03
1.381381381381381470e+04,4.999972816883873747e+04,2.592818687657309606e+00,3.138459321701757144e+05,3.315843541206731526e+00,6.877539816144892939e+03
1.391391391391391517e+04,4.999973470523279684e+04,2.530323528036775738e+00,3.155589677553986548e+05,3.263693253923763749e+00,6.883540028456685832e+03
1.401401401401401563e+04,4.999974108402484853e+04,2.469342305331886589e+00,3.172662296050914447e+05,3.212005763323844576e+00,6.888998105343690440e+03
1.411411411411411427e+04,4.999974730903485033e+04,2.409837987275643911e+00,3.189677320210579201e+05,3.160787841736852233e+00,6.893920821787891327e+03
1.421421421421421473e+04,4.999975338398991880e+04,2.351774456804275548e+00,3.206634891306922073e+05,3.110046007170519378e+00,6.898314993418157428e+03
1.431431431431431520e+04,4.999975931252522423e+04,2.295116503934629293e+00,3.223535148956406629e+05,3.059786449858663548e+00,6.902187471865619045e+03
1.441441441441441566e+04,4.999976509818774502e+04,2.239829786970219949e+00,3.240378231142942095e+05,3.010015056043297221e+00,6.905545143587592975e+03
1.451451451451451612e+04,4.999977074443733727e+04,2.185880821871416746e+00,3.257164274295602809e+05,2.960737591723788142e+00,6.908394925582780161e+03
1.461461461461461477e+04,4.999977625464904850e+04,2.133236958901637337e+00,3.273893413341718842e+05,2.911959369790836583e+00,6.910743762805278493e+03
1.471471471471471523e+04,4.999978163211569336e+04,2.081866356218793790e+00,3.290565781763645355e+05,2.863685406482277873e+00,6.912598625099210039e+03
1.481481481481481569e+04,4.999978688004963624e+04,2.031737961903533840e+00,3.307181511660352699e+05,2.815920466079293139e+00,6.913966503912029111e+03
1.491491491491491615e+04,4.999979200158486492e+04,1.982821492940653796e+00,3.323740733807357028e+05,2.768668957614083048e+00,6.914854409189961189e+03
1.501501501501501662e+04,4.999979699977886776e+04,1.935087416537926375e+00,3.340243577717767330e+05,2.721935003415588028e+00,6.915269366109326256e+03
1.511511511511511708e+04,4.999980187761453999e+04,1.888506930708745868e+00,3.356690171702583903e+05,2.675722393482774297e+00,6.915218411916034711e+03
1.521521521521521572e+04,4.999980663800207549e+04,1.843051945356596333e+00,3.373080642931294860e+05,2.630034605233517286e+00,6.914708592710007906e+03
1.531531531531531618e+04,4.999981128378073481e+04,1.798695064353504680e+00,3.389415117492786376e+05,2.584874801747576889e+00,6.913746960222800226e+03
1.541541541541541665e+04,4.999981581772060599e+04,1.755409568099020934e+00,3.405693720455978764e+05,2.540245822493164329e+00,6.912340568613934011e+03
1.551551551551551711e+04,4.999982024252424162e+04,1.713169396729805616e+00,3.421916575929553364e+05,2.496150194488294005e+00,6.910496471305663363e+03
1.561561561561561757e+04,4.999982456082851422e+04,1.671949131975227987e+00,3.438083807123852312e+05,2.452590110453424899e+00,6.908221717716744024e+03
1.571571571571571621e+04,4.999982877520594047e+04,1.631723983629435271e+00,3.454195536407213076e+05,2.409567466726143525e+00,6.905523350267409114e+03
1.581581581581581668e+04,4.999983288816666027e+04,1.592469769960198178e+00,3.470251885368981748e+05,2.367083836435426747e+00,6.902408401055486138e+03
1.591591591591591714e+04,4.999983690215976821e+04,1.554162904149604563e+00,3.486252974876026856e+05,2.325140475803168627e+00,6.898883888869531802e+03
1.601601601601601760e+04,4.999984081957452872e+04,1.516780382382687309e+00,3.502198925127506373e+05,2.283738343877117938e+00,6.894956816289549351e+03
1.611611611611611806e+04,4.999984464274277707e+04,1.480299759856321673e+00,3.518089855722209904e+05,2.242878080719886480e+00,6.890634166124276817e+03
1.621621621621621671e+04,4.999984837393881025e+04,1.444699152063015912e+00,3.533925885695252800e+05,2.202560036884579020e+00,6.885922899501496431e+03
1.631631631631631717e+04,4.999985201538261026e+04,1.409957202240753604e+00,3.549707133600180387e+05,2.162784254718403965e+00,6.880829951486952268e+03
1.641641641641641763e+04,4.999985556923950207e+04,1.376053085673838439e+00,3.565433717531648581e+05,2.123550500241534689e+00,6.875362229957411728e+03
1.651651651651651628e+04,4.999985903762267117e+04,1.342966483732445537e+00,3.581105755205557798e+05,2.084858247312201041e+00,6.869526611317462084e+03
1.661661661661661856e+04,4.999986242259394930e+04,1.310677576821347889e+00,3.596723363995127147e+05,2.046706690227144687e+00,6.863329938648800635e+03
1.671671671671671720e+04,4.999986572616489138e+04,1.279167033388291186e+00,3.612286660977755673e+05,2.009094751686668179e+00,6.856779019261410212e+03
1.681681681681681948e+04,4.999986895029871812e+04,1.248415990617179228e+00,3.627795763005659683e+05,1.972021084674380864e+00,6.849880620923794595e+03
1.691691691691691813e+04,4.999987209691044700e+04,1.218406053313536574e+00,3.643250786715517752e+05,1.935484091012753538e+00,6.842641471486979754e+03
1.701701701701701677e+04,4.999987516786937340e+04,1.189119269433691395e+00,3.658651848623913247e+05,1.899481911446841087e+00,6.835068253733249549e+03
1.711711711711711905e+04,4.999987816499880864e+04,1.160538132729863614e+00,3.673999065114466939e+05,1.864012456517134986e+00,6.827167606254702150e+03
1.721721721721721769e+04,4.999988109007842286e+04,1.132645559056674855e+00,3.689292552535995492e+05,1.829073393804653724e+00,6.818946118149095128e+03
1.731731731731731998e+04,4.999988394484455785e+04,1.105424884304005761e+00,3.704532427204577834e+05,1.794662165427308720e+00,6.810410329073278263e+03
1.741741741741741862e+04,4.999988673099139851e+04,1.078859851987890472e+00,3.719718805453123059e+05,1.760775994482839391e+00,6.801566726644835398e+03
1.751751751751751726e+04,4.999988945017246442e+04,1.052934599224291334e+00,3.734851803687956999e+05,1.727411892633617052e+00,6.792421743451637667e+03
1.761761761761761954e+04,4.999989210400073353e+04,1.027633654945094843e+00,3.749931538383289590e+05,1.694566671874249142e+00,6.782981757534815188e+03
1.771771771771771819e+04,4.999989469405074487e+04,1.002941919703378204e+00,3.764958126174333738e+05,1.662236947212405891e+00,6.773253087354538366e+03
1.781781781781782047e+04,4.999989722185832215e+04,9.788446681990329301e-01,3.779931683819102473e+05,1.630419159443702082e+00,6.763241994099012118e+03
1.791791791791791911e+04,4.999989968892268371e+04,9.553275285371373160e-01,3.794852328302965034e+05,1.599109568651991609e+00,6.752954676012270284e+03
1.801801801801801776e+04,4.999990209670647164e+04,9.323764821330310371e-01,3.809720176809981931e+05,1.568304269443685950e+00,6.742397270174721598e+03
1.811811811811812004e+04,4.999990444663699600e+04,9.099778511687910409e-01,3.824535346777054365e+05,1.537999198964332459e+00,6.731575849646801544e+03
1.821821821821821868e+04,4.999990674010725343e+04,8.881182891692812609e-01,3.839297955926770810e+05,1.508190145415313488e+00,6.720496421805945829e+03
1.831831831831832096e+04,4.999990897847624001e+04,8.667847775858746884e-01,3.854008122258220683e+05,1.478872753227472359e+00,6.709164929041318828e+03
1.841841841841841961e+04,4.999991116307051561e+04,8.459646102655424826e-01,3.868665964123240556e+05,1.450042536618296296e+00,6.697587244656217990e+03
1.851851851851851825e+04,4.999991329518414568e+04,8.256453948673019294e-01,3.883271600180497626e+05,1.421694893412055016e+00,6.685769175615590939e+03
1.861861861861862053e+04,4.999991537608036015e+04,8.058150356197604225e-01,3.897825149486796581e+05,1.393825103417746458e+00,6.673716457613575585e+03
1.871871871871871917e+04,4.999991740699158254e+04,7.864617339801799334e-01,3.912326731453246321e+05,1.366428339801897707e+00,6.661434757705405900e+03
1.881881881881882146e+04,4.999991938912057958e+04,7.675739765956341998e-01,3.926776465899464674e+05,1.339499679629762685e+00,6.648929671447030159e+03
1.891891891891892010e+04,4.999992132364115969e+04,7.491405292706233565e-01,3.941174473060698947e+05,1.313034107342316847e+00,6.636206722676020945e+03
1.901901901901901874e+04,4.999992321169856586e+04,7.311504325522381054e-01,3.955520873582125641e+05,1.287026516378832808e+00,6.623271364012340200e+03
1.911911911911912102e+04,4.999992505441071989e+04,7.135929898966799634e-01,3.969815788571675075e+05,1.261471730689551762e+00,6.610128974069430114e+03
1.921921921921921967e+04,4.999992685286818596e+04,6.964577680074768296e-01,3.984059339556661434e+05,1.236364510595940658e+00,6.596784860060994106e+03
